filename,dialogue_id,utterance_id,emotion,speaker
dia281_utt1.wav,281,1,joy,Phoebe
dia281_utt2.wav,281,2,neutral,Joey
dia281_utt3.wav,281,3,neutral,Phoebe
dia281_utt4.wav,281,4,surprise,Joey
dia281_utt5.wav,281,5,neutral,Phoebe
dia281_utt6.wav,281,6,disgust,Joey
dia281_utt7.wav,281,7,neutral,Phoebe
dia281_utt8.wav,281,8,disgust,Joey
dia281_utt9.wav,281,9,neutral,Phoebe
dia281_utt10.wav,281,10,surprise,Joey
dia282_utt0.wav,282,0,joy,Phoebe
dia282_utt1.wav,282,1,neutral,Joey
dia282_utt2.wav,282,2,joy,Phoebe
dia283_utt0.wav,283,0,disgust,Joey
dia283_utt1.wav,283,1,neutral,Phoebe
dia283_utt2.wav,283,2,disgust,Joey
dia283_utt3.wav,283,3,neutral,Phoebe
dia283_utt4.wav,283,4,neutral,Phoebe
dia283_utt5.wav,283,5,neutral,Joey
dia283_utt6.wav,283,6,disgust,Phoebe
dia284_utt0.wav,284,0,neutral,Phoebe
dia284_utt1.wav,284,1,neutral,Rachel
dia284_utt2.wav,284,2,neutral,Phoebe
dia285_utt0.wav,285,0,neutral,Joey
dia285_utt1.wav,285,1,joy,Rachel
dia285_utt2.wav,285,2,neutral,Joey
dia285_utt3.wav,285,3,joy,Rachel
dia285_utt4.wav,285,4,neutral,Nurse
dia285_utt5.wav,285,5,neutral,Rachel
dia285_utt6.wav,285,6,neutral,Nurse
dia285_utt7.wav,285,7,anger,Joey
dia285_utt8.wav,285,8,neutral,Rachel
dia285_utt9.wav,285,9,surprise,Joey
dia285_utt10.wav,285,10,neutral,Rachel
dia285_utt11.wav,285,11,neutral,Joey
dia285_utt13.wav,285,13,neutral,Rachel
dia285_utt14.wav,285,14,neutral,Rachel
dia285_utt15.wav,285,15,neutral,Rachel
dia285_utt16.wav,285,16,neutral,Joey
dia286_utt0.wav,286,0,neutral,Chandler
dia286_utt1.wav,286,1,neutral,Rachel
dia286_utt2.wav,286,2,neutral,Phoebe
dia286_utt3.wav,286,3,neutral,Chandler
dia287_utt0.wav,287,0,neutral,Joey
dia287_utt1.wav,287,1,sadness,Chandler
dia287_utt2.wav,287,2,anger,Joey
dia287_utt3.wav,287,3,neutral,Joey
dia287_utt4.wav,287,4,anger,Chandler
dia287_utt5.wav,287,5,neutral,Joey
dia287_utt6.wav,287,6,neutral,Joey
dia287_utt7.wav,287,7,joy,Joey
dia287_utt8.wav,287,8,neutral,Joey
dia287_utt9.wav,287,9,neutral,Joey
dia287_utt10.wav,287,10,neutral,Joey
dia287_utt11.wav,287,11,neutral,Ross
dia287_utt12.wav,287,12,joy,Chandler
dia288_utt0.wav,288,0,joy,Joey
dia288_utt1.wav,288,1,neutral,Gunther
dia288_utt2.wav,288,2,surprise,Joey
dia288_utt3.wav,288,3,surprise,Gunther
dia288_utt4.wav,288,4,neutral,Joey
dia288_utt5.wav,288,5,neutral,Gunther
dia288_utt6.wav,288,6,anger,Joey
dia288_utt7.wav,288,7,joy,Ross
dia288_utt8.wav,288,8,joy,Rachel
dia288_utt9.wav,288,9,neutral,Ross
dia288_utt10.wav,288,10,neutral,Rachel
dia288_utt11.wav,288,11,surprise,Ross
dia288_utt12.wav,288,12,surprise,Ross
dia288_utt13.wav,288,13,neutral,Ross
dia288_utt14.wav,288,14,surprise,Rachel
dia288_utt15.wav,288,15,joy,Ross
dia288_utt16.wav,288,16,neutral,Rachel
dia288_utt17.wav,288,17,neutral,Ross
dia288_utt18.wav,288,18,neutral,Ross
dia288_utt19.wav,288,19,neutral,Ross
dia288_utt20.wav,288,20,joy,Joey
dia289_utt1.wav,289,1,fear,Phoebe
dia289_utt2.wav,289,2,neutral,Earl
dia289_utt3.wav,289,3,sadness,Phoebe
dia289_utt4.wav,289,4,sadness,Earl
dia289_utt5.wav,289,5,neutral,Phoebe
dia290_utt0.wav,290,0,sadness,Earl
dia291_utt0.wav,291,0,sadness,Phoebe
dia291_utt1.wav,291,1,sadness,Earl
dia292_utt0.wav,292,0,neutral,Earl
dia292_utt1.wav,292,1,sadness,Earl
dia292_utt2.wav,292,2,neutral,Earl
dia292_utt3.wav,292,3,neutral,Earl
dia292_utt4.wav,292,4,sadness,Earl
dia292_utt5.wav,292,5,neutral,Earl
dia293_utt0.wav,293,0,surprise,Joey
dia293_utt1.wav,293,1,surprise,Joey
dia293_utt2.wav,293,2,fear,Joey
dia293_utt3.wav,293,3,neutral,Monica
dia293_utt4.wav,293,4,fear,Joey
dia293_utt5.wav,293,5,neutral,Monica
dia293_utt6.wav,293,6,neutral,Joey
dia293_utt7.wav,293,7,neutral,Joey
dia293_utt8.wav,293,8,joy,Joey
dia293_utt9.wav,293,9,neutral,Chandler
dia293_utt10.wav,293,10,sadness,Monica
dia293_utt11.wav,293,11,neutral,Chandler
dia293_utt12.wav,293,12,joy,Phoebe
dia294_utt0.wav,294,0,joy,Paul
dia294_utt1.wav,294,1,neutral,Rachel
dia295_utt0.wav,295,0,surprise,Joey
dia295_utt1.wav,295,1,neutral,Phoebe
dia295_utt2.wav,295,2,surprise,Joey
dia295_utt3.wav,295,3,surprise,Joey
dia295_utt4.wav,295,4,sadness,Phoebe
dia295_utt5.wav,295,5,anger,Joey
dia295_utt6.wav,295,6,anger,Joey
dia295_utt7.wav,295,7,anger,Joey
dia295_utt8.wav,295,8,anger,Joey
dia295_utt9.wav,295,9,anger,Joey
dia295_utt10.wav,295,10,anger,Phoebe
dia295_utt11.wav,295,11,anger,Joey
dia295_utt12.wav,295,12,surprise,Phoebe
dia295_utt13.wav,295,13,anger,Joey
dia295_utt14.wav,295,14,joy,Phoebe
dia295_utt15.wav,295,15,neutral,Phoebe
dia295_utt16.wav,295,16,anger,Phoebe
dia295_utt17.wav,295,17,anger,Joey
dia295_utt18.wav,295,18,anger,Phoebe
dia295_utt19.wav,295,19,anger,Joey
dia295_utt20.wav,295,20,anger,Phoebe
dia295_utt21.wav,295,21,anger,Joey
dia296_utt0.wav,296,0,neutral,Ross
dia296_utt1.wav,296,1,neutral,Susan
dia296_utt2.wav,296,2,neutral,Carol
dia296_utt3.wav,296,3,surprise,Ross
dia296_utt4.wav,296,4,neutral,Susan
dia296_utt5.wav,296,5,anger,Ross
dia296_utt6.wav,296,6,neutral,Carol
dia296_utt7.wav,296,7,neutral,Ross
dia296_utt8.wav,296,8,neutral,Susan
dia296_utt9.wav,296,9,neutral,Ross
dia296_utt10.wav,296,10,neutral,Carol
dia296_utt11.wav,296,11,joy,Ross
dia296_utt12.wav,296,12,neutral,Carol
dia296_utt13.wav,296,13,neutral,Ross
dia296_utt14.wav,296,14,surprise,Carol
dia296_utt15.wav,296,15,surprise,Rachel
dia296_utt16.wav,296,16,neutral,Barry
dia296_utt17.wav,296,17,surprise,Rachel
dia296_utt18.wav,296,18,neutral,Barry
dia296_utt19.wav,296,19,surprise,Robbie
dia296_utt20.wav,296,20,neutral,Barry
dia297_utt0.wav,297,0,neutral,Monica
dia297_utt1.wav,297,1,joy,Monica
dia297_utt2.wav,297,2,anger,Phoebe
dia297_utt3.wav,297,3,neutral,Monica
dia297_utt4.wav,297,4,joy,Phoebe
dia297_utt5.wav,297,5,neutral,Monica
dia297_utt6.wav,297,6,joy,Phoebe
dia297_utt7.wav,297,7,neutral,Monica
dia297_utt8.wav,297,8,joy,Phoebe
dia297_utt9.wav,297,9,neutral,Monica
dia298_utt0.wav,298,0,anger,Monica
dia298_utt1.wav,298,1,anger,Ross
dia298_utt2.wav,298,2,joy,Ross
dia298_utt3.wav,298,3,neutral,Monica
dia298_utt4.wav,298,4,sadness,Ross
dia298_utt5.wav,298,5,anger,Ross
dia298_utt6.wav,298,6,anger,Monica
dia299_utt0.wav,299,0,neutral,Joey
dia299_utt1.wav,299,1,neutral,Chandler
dia299_utt2.wav,299,2,neutral,Joey
dia299_utt3.wav,299,3,neutral,Chandler
dia300_utt0.wav,300,0,joy,Joey
dia300_utt1.wav,300,1,neutral,Lydia
dia300_utt2.wav,300,2,neutral,Joey
dia300_utt3.wav,300,3,anger,Lydia
dia300_utt4.wav,300,4,surprise,Joey
dia300_utt5.wav,300,5,disgust,Lydia
dia300_utt6.wav,300,6,neutral,Joey
dia300_utt7.wav,300,7,neutral,Lydia
dia300_utt8.wav,300,8,disgust,Joey
dia300_utt9.wav,300,9,anger,Lydia
dia300_utt10.wav,300,10,anger,Joey
dia300_utt11.wav,300,11,neutral,Lydia
dia300_utt12.wav,300,12,fear,Joey
dia300_utt14.wav,300,14,neutral,Joey
dia300_utt15.wav,300,15,neutral,Lydia
dia301_utt0.wav,301,0,fear,Barry
dia301_utt1.wav,301,1,fear,Bernice
dia301_utt2.wav,301,2,fear,Barry
dia301_utt3.wav,301,3,neutral,Barry
dia301_utt4.wav,301,4,fear,Barry
dia301_utt6.wav,301,6,neutral,Rachel
dia301_utt7.wav,301,7,neutral,Rachel
dia301_utt8.wav,301,8,anger,Rachel
dia301_utt9.wav,301,9,surprise,Rachel
dia301_utt10.wav,301,10,neutral,Rachel
dia301_utt11.wav,301,11,joy,Mindy
dia301_utt12.wav,301,12,disgust,Rachel
dia301_utt13.wav,301,13,neutral,Mindy
dia301_utt14.wav,301,14,surprise,Rachel
dia301_utt15.wav,301,15,fear,Mindy
dia301_utt16.wav,301,16,sadness,Rachel
dia302_utt0.wav,302,0,neutral,Phoebe
dia302_utt1.wav,302,1,sadness,Ross
dia302_utt2.wav,302,2,fear,Phoebe
dia302_utt3.wav,302,3,anger,Chandler
dia302_utt4.wav,302,4,neutral,Ross
dia302_utt5.wav,302,5,surprise,Robert
dia302_utt6.wav,302,6,neutral,Phoebe
dia302_utt7.wav,302,7,neutral,Robert
dia302_utt8.wav,302,8,neutral,Phoebe
dia302_utt9.wav,302,9,surprise,Robert
dia302_utt10.wav,302,10,neutral,Phoebe
dia303_utt0.wav,303,0,anger,Phoebe
dia303_utt1.wav,303,1,neutral,Monica
dia304_utt0.wav,304,0,neutral,Phoebe
dia304_utt1.wav,304,1,neutral,Chandler
dia304_utt2.wav,304,2,neutral,Monica
dia304_utt3.wav,304,3,neutral,Chandler
dia304_utt4.wav,304,4,neutral,Joey
dia304_utt5.wav,304,5,surprise,Chandler
dia304_utt6.wav,304,6,neutral,Monica
dia304_utt7.wav,304,7,neutral,Chandler
dia304_utt8.wav,304,8,anger,Monica
dia304_utt9.wav,304,9,anger,Chandler
dia304_utt10.wav,304,10,anger,Phoebe
dia305_utt0.wav,305,0,joy,Chandler
dia305_utt1.wav,305,1,neutral,Issac
dia305_utt2.wav,305,2,fear,Chandler
dia305_utt3.wav,305,3,neutral,Joey
dia305_utt4.wav,305,4,neutral,Issac
dia305_utt5.wav,305,5,joy,Chandler
dia305_utt6.wav,305,6,neutral,Chloe
dia305_utt7.wav,305,7,neutral,Chandler
dia305_utt8.wav,305,8,neutral,Chloe
dia305_utt9.wav,305,9,surprise,Joey
dia305_utt10.wav,305,10,neutral,Chloe
dia305_utt11.wav,305,11,neutral,Chloe
dia305_utt12.wav,305,12,joy,Joey
dia305_utt13.wav,305,13,joy,Chloe
dia305_utt14.wav,305,14,joy,Chandler
dia306_utt0.wav,306,0,joy,Ross
dia306_utt1.wav,306,1,joy,Ross
dia306_utt2.wav,306,2,sadness,Ross
dia306_utt3.wav,306,3,joy,Carol
dia306_utt4.wav,306,4,neutral,Carol
dia306_utt5.wav,306,5,joy,Ross
dia306_utt6.wav,306,6,joy,Carol
dia306_utt7.wav,306,7,neutral,Ross
dia307_utt0.wav,307,0,neutral,Ross
dia307_utt1.wav,307,1,joy,Monica
dia307_utt2.wav,307,2,sadness,Ross
dia307_utt3.wav,307,3,neutral,Monica
dia307_utt4.wav,307,4,neutral,Ross
dia307_utt5.wav,307,5,neutral,Monica
dia307_utt6.wav,307,6,neutral,Monica
dia307_utt7.wav,307,7,neutral,Ross
dia307_utt8.wav,307,8,surprise,Monica
dia307_utt9.wav,307,9,neutral,Ross
dia307_utt10.wav,307,10,neutral,Monica
dia307_utt11.wav,307,11,neutral,Ross
dia307_utt12.wav,307,12,neutral,Monica
dia308_utt0.wav,308,0,neutral,Supervisor
dia308_utt1.wav,308,1,joy,Phoebe
dia308_utt2.wav,308,2,neutral,Supervisor
dia308_utt3.wav,308,3,neutral,Phoebe
dia308_utt4.wav,308,4,neutral,Supervisor
dia308_utt5.wav,308,5,neutral,Phoebe
dia309_utt0.wav,309,0,joy,Chandler
dia309_utt1.wav,309,1,surprise,Kathy
dia309_utt2.wav,309,2,joy,Chandler
dia309_utt3.wav,309,3,neutral,Kathy
dia309_utt4.wav,309,4,neutral,Chandler
dia310_utt0.wav,310,0,neutral,Phoebe
dia310_utt1.wav,310,1,neutral,Monica
dia310_utt2.wav,310,2,joy,Phoebe
dia310_utt3.wav,310,3,sadness,Monica
dia310_utt4.wav,310,4,neutral,Rachel
dia310_utt5.wav,310,5,surprise,Monica
dia310_utt6.wav,310,6,sadness,Rachel
dia311_utt0.wav,311,0,neutral,Phoebe
dia311_utt1.wav,311,1,joy,Monica
dia311_utt2.wav,311,2,joy,Chandler
dia311_utt3.wav,311,3,joy,Phoebe
dia311_utt4.wav,311,4,neutral,Ross
dia311_utt5.wav,311,5,joy,Phoebe
dia311_utt6.wav,311,6,neutral,Joey
dia311_utt7.wav,311,7,joy,Monica
dia311_utt8.wav,311,8,surprise,Rachel
dia311_utt9.wav,311,9,neutral,Phoebe
dia311_utt10.wav,311,10,surprise,Rachel
dia311_utt11.wav,311,11,neutral,Phoebe
dia311_utt12.wav,311,12,neutral,Joey
dia312_utt0.wav,312,0,neutral,Ross
dia312_utt1.wav,312,1,anger,Rachel
dia312_utt2.wav,312,2,anger,Ross
dia312_utt3.wav,312,3,neutral,Rachel
dia312_utt4.wav,312,4,sadness,Ross
dia312_utt5.wav,312,5,sadness,Rachel
dia312_utt6.wav,312,6,neutral,Ross
dia312_utt7.wav,312,7,surprise,Rachel
dia312_utt8.wav,312,8,surprise,Ross
dia312_utt9.wav,312,9,anger,Rachel
dia312_utt10.wav,312,10,surprise,Rachel
dia312_utt11.wav,312,11,neutral,Rachel
dia312_utt12.wav,312,12,sadness,Rachel
dia312_utt13.wav,312,13,sadness,Ross
dia312_utt14.wav,312,14,neutral,Rachel
dia312_utt15.wav,312,15,neutral,Ross
dia312_utt16.wav,312,16,neutral,Rachel
dia312_utt17.wav,312,17,anger,Chandler
dia312_utt18.wav,312,18,sadness,Joey
dia312_utt19.wav,312,19,neutral,Rachel
dia312_utt20.wav,312,20,neutral,Joey
dia312_utt21.wav,312,21,sadness,Joey
dia313_utt0.wav,313,0,neutral,Joey
dia313_utt1.wav,313,1,neutral,Chandler
dia313_utt2.wav,313,2,neutral,Joey
dia313_utt3.wav,313,3,joy,Chandler
dia314_utt0.wav,314,0,joy,Rachel
dia314_utt1.wav,314,1,joy,Phoebe
dia314_utt2.wav,314,2,joy,Rachel
dia314_utt3.wav,314,3,neutral,Phoebe
dia314_utt4.wav,314,4,joy,Rachel
dia314_utt5.wav,314,5,joy,Phoebe
dia314_utt7.wav,314,7,neutral,Phoebe
dia314_utt8.wav,314,8,neutral,Rachel
dia314_utt9.wav,314,9,joy,Phoebe
dia314_utt10.wav,314,10,neutral,Rachel
dia314_utt11.wav,314,11,neutral,Joey
dia314_utt12.wav,314,12,neutral,Rachel
dia315_utt0.wav,315,0,neutral,Monica
dia315_utt1.wav,315,1,neutral,Phoebe
dia315_utt2.wav,315,2,joy,Monica
dia315_utt3.wav,315,3,joy,Monica
dia315_utt4.wav,315,4,anger,Phoebe
dia315_utt5.wav,315,5,neutral,Monica
dia315_utt6.wav,315,6,joy,All
dia315_utt7.wav,315,7,joy,Phoebe
dia315_utt8.wav,315,8,joy,Monica
dia315_utt9.wav,315,9,joy,Chandler
dia316_utt0.wav,316,0,neutral,Joey
dia316_utt1.wav,316,1,neutral,Chandler
dia316_utt2.wav,316,2,sadness,Chandler
dia316_utt3.wav,316,3,neutral,Joey
dia316_utt4.wav,316,4,fear,Chandler
dia316_utt5.wav,316,5,anger,Joey
dia316_utt6.wav,316,6,joy,Voice
dia316_utt7.wav,316,7,neutral,Joey
dia316_utt8.wav,316,8,neutral,Voice
dia317_utt0.wav,317,0,neutral,Phoebe
dia317_utt1.wav,317,1,joy,Rachel
dia317_utt2.wav,317,2,neutral,Phoebe
dia317_utt3.wav,317,3,anger,Rachel
dia317_utt4.wav,317,4,neutral,Phoebe
dia317_utt5.wav,317,5,joy,Ross
dia317_utt6.wav,317,6,joy,Joey
dia317_utt7.wav,317,7,joy,Phoebe
dia317_utt8.wav,317,8,surprise,Joey
dia317_utt9.wav,317,9,anger,Phoebe
dia317_utt10.wav,317,10,anger,Joey
dia317_utt11.wav,317,11,neutral,Ross
dia317_utt12.wav,317,12,anger,Phoebe
dia317_utt13.wav,317,13,anger,Phoebe
dia317_utt14.wav,317,14,anger,Phoebe
dia317_utt15.wav,317,15,anger,Phoebe
dia318_utt0.wav,318,0,neutral,Rachel
dia318_utt1.wav,318,1,neutral,Monica
dia318_utt2.wav,318,2,neutral,Chandler
dia318_utt3.wav,318,3,neutral,Monica
dia318_utt4.wav,318,4,neutral,Chandler
dia319_utt0.wav,319,0,neutral,Pete
dia319_utt1.wav,319,1,joy,Monica
dia319_utt2.wav,319,2,neutral,Pete
dia319_utt3.wav,319,3,neutral,Monica
dia319_utt4.wav,319,4,neutral,Pete
dia319_utt5.wav,319,5,neutral,Monica
dia319_utt6.wav,319,6,anger,Pete
dia319_utt7.wav,319,7,surprise,Monica
dia319_utt8.wav,319,8,sadness,Pete
dia319_utt9.wav,319,9,neutral,Monica
dia319_utt10.wav,319,10,neutral,Pete
dia319_utt11.wav,319,11,neutral,Monica
dia319_utt12.wav,319,12,neutral,Pete
dia319_utt13.wav,319,13,surprise,Monica
dia319_utt14.wav,319,14,joy,Pete
dia319_utt15.wav,319,15,surprise,Monica
dia319_utt16.wav,319,16,neutral,Pete
dia319_utt17.wav,319,17,joy,Monica
dia319_utt18.wav,319,18,neutral,Pete
dia319_utt19.wav,319,19,joy,Pete
dia319_utt20.wav,319,20,joy,Pete
dia319_utt21.wav,319,21,neutral,Pete
dia319_utt22.wav,319,22,disgust,Monica
dia320_utt0.wav,320,0,neutral,Chandler
dia320_utt1.wav,320,1,neutral,Monica
dia320_utt2.wav,320,2,neutral,Chandler
dia320_utt3.wav,320,3,surprise,Monica
dia320_utt4.wav,320,4,sadness,Chandler
dia320_utt5.wav,320,5,joy,Monica
dia320_utt6.wav,320,6,sadness,Chandler
dia320_utt7.wav,320,7,surprise,Monica
dia320_utt8.wav,320,8,sadness,Chandler
dia320_utt9.wav,320,9,neutral,Chandler
dia320_utt10.wav,320,10,neutral,Chandler
dia320_utt11.wav,320,11,neutral,Chandler
dia320_utt12.wav,320,12,surprise,Monica
dia320_utt13.wav,320,13,sadness,Chandler
dia320_utt14.wav,320,14,neutral,Monica
dia320_utt15.wav,320,15,neutral,Chandler
dia320_utt16.wav,320,16,surprise,Monica
dia320_utt17.wav,320,17,joy,Chandler
dia321_utt0.wav,321,0,joy,Phoebe
dia321_utt1.wav,321,1,joy,Eric
dia321_utt2.wav,321,2,joy,Phoebe
dia321_utt3.wav,321,3,neutral,Eric
dia321_utt4.wav,321,4,surprise,Phoebe
dia321_utt5.wav,321,5,neutral,Eric
dia321_utt6.wav,321,6,surprise,Phoebe
dia321_utt7.wav,321,7,joy,Eric
dia321_utt8.wav,321,8,surprise,Phoebe
dia321_utt9.wav,321,9,neutral,Eric
dia321_utt10.wav,321,10,disgust,Phoebe
dia321_utt11.wav,321,11,disgust,Eric
dia322_utt0.wav,322,0,disgust,Monica
dia322_utt1.wav,322,1,surprise,Stu
dia323_utt0.wav,323,0,sadness,Monica
dia324_utt0.wav,324,0,neutral,Phoebe Sr.
dia324_utt1.wav,324,1,surprise,Phoebe
dia324_utt2.wav,324,2,neutral,Joey
dia324_utt3.wav,324,3,neutral,Chandler
dia324_utt4.wav,324,4,neutral,Joey
dia324_utt5.wav,324,5,neutral,Joey
dia324_utt6.wav,324,6,neutral,Joey
dia324_utt7.wav,324,7,neutral,Joey
dia325_utt0.wav,325,0,neutral,Ross
dia326_utt0.wav,326,0,sadness,Phoebe
dia326_utt1.wav,326,1,surprise,Rachel
dia326_utt2.wav,326,2,surprise,Monica
dia326_utt3.wav,326,3,neutral,Phoebe
dia326_utt4.wav,326,4,surprise,Rachel
dia326_utt5.wav,326,5,fear,Monica
dia326_utt6.wav,326,6,joy,Rachel
dia326_utt7.wav,326,7,neutral,Phoebe
dia326_utt8.wav,326,8,neutral,Rachel
dia327_utt0.wav,327,0,anger,Phoebe
dia327_utt1.wav,327,1,neutral,Ross
dia327_utt2.wav,327,2,surprise,Phoebe
dia327_utt3.wav,327,3,neutral,Ross
dia327_utt4.wav,327,4,joy,Phoebe
dia327_utt5.wav,327,5,neutral,Phoebe
dia327_utt6.wav,327,6,anger,Phoebe
dia327_utt7.wav,327,7,neutral,Phoebe
dia328_utt0.wav,328,0,anger,Jill
dia328_utt1.wav,328,1,anger,Jill
dia328_utt2.wav,328,2,anger,Jill
dia328_utt3.wav,328,3,neutral,Rachel
dia328_utt4.wav,328,4,anger,Jill
dia328_utt5.wav,328,5,neutral,Ross
dia328_utt6.wav,328,6,joy,Jill
dia328_utt7.wav,328,7,joy,Joey
dia328_utt8.wav,328,8,sadness,Chandler
dia329_utt0.wav,329,0,joy,Monica
dia329_utt1.wav,329,1,anger,Rachel
dia329_utt2.wav,329,2,neutral,Phoebe
dia329_utt3.wav,329,3,joy,Rachel
dia329_utt4.wav,329,4,anger,Monica
dia329_utt5.wav,329,5,surprise,Rachel
dia329_utt6.wav,329,6,neutral,Phoebe
dia329_utt7.wav,329,7,anger,Monica
dia329_utt8.wav,329,8,neutral,Phoebe
dia329_utt9.wav,329,9,anger,Rachel
dia329_utt10.wav,329,10,neutral,Phoebe
dia330_utt0.wav,330,0,neutral,Joshua
dia330_utt1.wav,330,1,neutral,Rachel
dia330_utt2.wav,330,2,joy,Joshua
dia330_utt3.wav,330,3,neutral,Rachel
dia331_utt0.wav,331,0,anger,Phoebe
dia331_utt1.wav,331,1,neutral,Chandler
dia331_utt2.wav,331,2,neutral,Phoebe
dia331_utt3.wav,331,3,neutral,Phoebe
dia331_utt4.wav,331,4,sadness,Phoebe
dia331_utt5.wav,331,5,neutral,All
dia331_utt6.wav,331,6,neutral,Monica
dia331_utt7.wav,331,7,neutral,Rachel
dia331_utt8.wav,331,8,joy,Monica
dia331_utt9.wav,331,9,joy,Gunther
dia332_utt0.wav,332,0,surprise,Ross
dia332_utt1.wav,332,1,neutral,Joey
dia332_utt2.wav,332,2,neutral,Joey
dia332_utt3.wav,332,3,neutral,Joey
dia332_utt4.wav,332,4,neutral,Ross
dia332_utt5.wav,332,5,joy,Mona
dia332_utt6.wav,332,6,neutral,Joey
dia332_utt7.wav,332,7,anger,Mona
dia332_utt8.wav,332,8,neutral,Joey
dia332_utt9.wav,332,9,neutral,Mona
dia332_utt10.wav,332,10,neutral,Joey
dia332_utt11.wav,332,11,surprise,Ross
dia332_utt12.wav,332,12,anger,Ross
dia332_utt13.wav,332,13,surprise,Ross
dia332_utt14.wav,332,14,surprise,Ross
dia332_utt15.wav,332,15,neutral,Ross
dia333_utt0.wav,333,0,neutral,Joey
dia333_utt1.wav,333,1,neutral,Tour Guide
dia333_utt2.wav,333,2,surprise,Joey
dia333_utt3.wav,333,3,neutral,Tour Guide
dia333_utt4.wav,333,4,neutral,Tour Guide
dia334_utt0.wav,334,0,joy,Joey
dia334_utt1.wav,334,1,neutral,Chandler
dia334_utt2.wav,334,2,sadness,Joey
dia334_utt3.wav,334,3,neutral,Chandler
dia334_utt4.wav,334,4,neutral,Kathy
dia334_utt5.wav,334,5,neutral,Kathy
dia334_utt6.wav,334,6,neutral,Kathy
dia334_utt7.wav,334,7,neutral,Kathy
dia334_utt8.wav,334,8,neutral,Kathy
dia334_utt9.wav,334,9,neutral,Chandler
dia334_utt10.wav,334,10,neutral,Kathy
dia334_utt11.wav,334,11,neutral,Chandler
dia334_utt12.wav,334,12,neutral,Kathy
dia335_utt0.wav,335,0,neutral,Ross
dia335_utt1.wav,335,1,joy,Dr. Ledbetter
dia335_utt2.wav,335,2,neutral,Ross
dia335_utt3.wav,335,3,neutral,Dr. Ledbetter
dia336_utt0.wav,336,0,surprise,Ross
dia336_utt1.wav,336,1,joy,Chandler
dia336_utt2.wav,336,2,neutral,Monica
dia336_utt3.wav,336,3,neutral,Ross
dia336_utt4.wav,336,4,surprise,Monica
dia336_utt6.wav,336,6,sadness,Monica
dia336_utt7.wav,336,7,anger,Monica
dia336_utt8.wav,336,8,fear,Monica
dia336_utt9.wav,336,9,sadness,Monica
dia336_utt10.wav,336,10,disgust,Ross
dia336_utt11.wav,336,11,sadness,Monica
dia336_utt12.wav,336,12,neutral,Chandler
dia336_utt13.wav,336,13,surprise,Ross
dia336_utt14.wav,336,14,surprise,Chandler
dia336_utt15.wav,336,15,joy,Ross
dia336_utt16.wav,336,16,joy,Ross
dia336_utt17.wav,336,17,joy,Ross
dia336_utt18.wav,336,18,joy,Ross
dia336_utt19.wav,336,19,neutral,Rachel
dia336_utt20.wav,336,20,surprise,Ross
dia336_utt21.wav,336,21,joy,Chandler
dia337_utt0.wav,337,0,neutral,Ross
dia337_utt1.wav,337,1,surprise,Chandler
dia337_utt2.wav,337,2,neutral,Ross
dia337_utt3.wav,337,3,surprise,Chandler
dia337_utt4.wav,337,4,joy,Ross
dia337_utt5.wav,337,5,joy,Chandler
dia337_utt6.wav,337,6,sadness,Ross
dia337_utt7.wav,337,7,surprise,Chandler
dia337_utt8.wav,337,8,neutral,Ross
dia337_utt9.wav,337,9,surprise,Chandler
dia337_utt10.wav,337,10,neutral,Ross
dia337_utt11.wav,337,11,neutral,Ross
dia337_utt12.wav,337,12,neutral,Ross
dia337_utt13.wav,337,13,neutral,Ross
dia337_utt14.wav,337,14,surprise,Chandler
dia337_utt15.wav,337,15,sadness,Ross
dia337_utt16.wav,337,16,surprise,Chandler
dia337_utt17.wav,337,17,neutral,Ross
dia337_utt18.wav,337,18,anger,Chandler
dia337_utt19.wav,337,19,neutral,Ross
dia338_utt0.wav,338,0,neutral,Joshua
dia338_utt1.wav,338,1,joy,Rachel
dia338_utt2.wav,338,2,neutral,Mrs. Burgin
dia338_utt3.wav,338,3,surprise,Rachel
dia338_utt4.wav,338,4,joy,Rachel
dia338_utt5.wav,338,5,neutral,Rachel
dia338_utt6.wav,338,6,neutral,Rachel
dia338_utt7.wav,338,7,neutral,Mrs. Burgin
dia338_utt8.wav,338,8,joy,Rachel
dia338_utt9.wav,338,9,neutral,Joshua
dia338_utt10.wav,338,10,neutral,Mr. Burgin
dia338_utt11.wav,338,11,neutral,Rachel
dia338_utt12.wav,338,12,neutral,Mr. Burgin
dia338_utt13.wav,338,13,neutral,Rachel
dia338_utt14.wav,338,14,neutral,Mr. Burgin
dia338_utt15.wav,338,15,neutral,Rachel
dia338_utt16.wav,338,16,neutral,Mr. Burgin
dia339_utt0.wav,339,0,neutral,Joey
dia339_utt1.wav,339,1,neutral,Monica
dia339_utt3.wav,339,3,anger,Monica
dia339_utt4.wav,339,4,joy,Joey
dia340_utt0.wav,340,0,neutral,Chandler
dia341_utt0.wav,341,0,neutral,Joey
dia342_utt0.wav,342,0,neutral,Chandler
dia342_utt1.wav,342,1,neutral,Ross
dia342_utt2.wav,342,2,neutral,Joey
dia342_utt3.wav,342,3,neutral,Ross
dia342_utt4.wav,342,4,neutral,Joey
dia342_utt5.wav,342,5,joy,Ross
dia342_utt6.wav,342,6,anger,Chandler
dia342_utt7.wav,342,7,joy,Ross
dia342_utt8.wav,342,8,neutral,Chandler
